# mode: 0
# n_modes: 20
# low_latitude_boundary:   2.00000000e+01
# index_normalization:   7.62843323e+02
# eofs_start_date: 19790101
# eofs_end_date: 20011201
# loading_pattern_input_file: nnr1.hgt.500.19480101_20200530.anom.month.19790101_20011230.nc
# anomalies_input_file: nnr1.hgt.500.19480101_20200530.anom.month.19790101_20011230.nc
# base_period_start: 19790101
# base_period_end: 20011230
# calendar: proleptic_gregorian
date,ao_index
2004-08-01, -9.39023543e-01
2004-09-01,  7.52881087e-01
2004-10-01, -5.30449025e-01
2004-11-01,  3.58317817e-01
2004-12-01,  1.34930800e+00
2005-01-01,  1.15143954e-01
2005-02-01, -1.82036216e+00
2005-03-01, -1.77786500e+00
2005-04-01, -4.33699394e-01
2005-05-01, -1.43992130e+00
2005-06-01, -2.86717171e-01
2005-07-01, -1.30575544e-02
2005-08-01, -3.00523364e-03
2005-09-01,  9.09729022e-01
2005-10-01,  5.80781322e-02
2005-11-01, -5.29301155e-01
2005-12-01, -2.16693635e+00
2006-01-01,  3.29511048e-01
2006-02-01, -9.17484426e-01
2006-03-01, -1.59674504e+00
2006-04-01,  1.97816696e-01
2006-05-01, -1.56489100e-01
2006-06-01,  6.06086825e-01
2006-07-01,  3.34367914e-01
2006-08-01, -3.38988765e-01
2006-09-01,  3.80097266e-02
2006-10-01, -1.03949316e+00
2006-11-01,  5.17506224e-01
2006-12-01,  8.69648046e-01
2007-01-01,  8.19572602e-01
2007-02-01, -1.18462952e+00
2007-03-01,  1.16057329e+00
2007-04-01, -5.93745533e-01
2007-05-01,  7.72799207e-01
2007-06-01, -8.52824087e-01
2007-07-01, -7.99919769e-01
2007-08-01, -5.32168072e-01
2007-09-01,  3.77550418e-01
2007-10-01,  5.86676805e-02
2007-11-01, -8.65057250e-01
2007-12-01,  7.58547975e-01
2008-01-01,  1.29660365e+00
2008-02-01,  7.90578787e-01
2008-03-01,  4.46323902e-01
2008-04-01,  2.50155456e-01
2008-05-01, -1.38089013e+00
2008-06-01,  1.03376086e-02
2008-07-01, -1.83309389e-01
2008-08-01, -7.87453641e-01
2008-09-01, -7.12738901e-02
2008-10-01,  7.16972553e-01
2008-11-01, -9.50062103e-01
2008-12-01,  1.02912187e+00
2009-01-01,  3.95134619e-01
2009-02-01, -3.38610481e-01
2009-03-01,  7.24364694e-01
2009-04-01,  1.14275888e+00
2009-05-01,  1.25355448e+00
2009-06-01, -9.78432694e-01
2009-07-01, -1.22296337e+00
2009-08-01,  8.51011180e-02
2009-09-01,  2.64538529e-01
2009-10-01, -1.56022279e+00
2009-11-01,  4.43115124e-01
2009-12-01, -3.27520627e+00
2010-01-01, -2.25719249e+00
